,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,module_presentation_length,days_studied,activities_engaged,total_clicks,assessments_completed,average_assessment_score
21798,FFF,2013J,585290,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-95.0,235.0,268,9.0,42.0,121.0,0.0,0.0
21799,FFF,2013J,585301,M,North Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,-134.0,268.0,268,50.0,319.0,977.0,0.3076923076923077,65.75
21800,FFF,2013J,585305,M,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-63.0,268.0,268,38.0,266.0,1146.0,0.9230769230769231,76.83333333333333
21801,FFF,2013J,585383,M,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,-135.0,268.0,268,82.0,576.0,2339.0,0.9230769230769231,86.91666666666667
21802,FFF,2013J,585409,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,90,Y,Fail,-134.0,268.0,268,8.0,28.0,75.0,0.07692307692307693,66.0
21803,FFF,2013J,585449,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-135.0,268.0,268,102.0,765.0,2638.0,0.9230769230769231,83.33333333333333
21805,FFF,2013J,585484,M,Wales,Lower Than A Level,10-20,0-35,0,60,N,Fail,-43.0,268.0,268,5.0,24.0,67.0,0.07692307692307693,48.0
21806,FFF,2013J,585574,M,South Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,-94.0,268.0,268,146.0,637.0,1949.0,0.9230769230769231,60.75
21807,FFF,2013J,585615,M,South West Region,Lower Than A Level,70-80%,35-55,0,120,N,Fail,-130.0,268.0,268,110.0,576.0,2665.0,0.9230769230769231,77.91666666666667
21808,FFF,2013J,585659,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-132.0,268.0,268,136.0,820.0,3177.0,0.9230769230769231,80.41666666666667
21809,FFF,2013J,585724,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,-132.0,122.0,268,61.0,383.0,1679.0,0.38461538461538464,75.4
21811,FFF,2013J,585825,M,Wales,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-32.0,97.0,268,57.0,385.0,1083.0,0.15384615384615385,70.0
21812,FFF,2013J,585942,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,150,N,Fail,-129.0,268.0,268,63.0,287.0,794.0,0.5384615384615384,53.142857142857146
21813,FFF,2013J,585965,M,London Region,Lower Than A Level,10-20,0-35,0,90,N,Fail,-102.0,268.0,268,20.0,152.0,298.0,0.15384615384615385,81.0
21814,FFF,2013J,586011,F,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-129.0,9.0,268,6.0,23.0,71.0,0.0,0.0
21815,FFF,2013J,586034,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-60.0,268.0,268,80.0,742.0,2918.0,0.9230769230769231,87.5
21816,FFF,2013J,586080,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-129.0,268.0,268,42.0,286.0,840.0,0.3076923076923077,81.0
21817,FFF,2013J,586224,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-129.0,268.0,268,20.0,132.0,625.0,0.23076923076923078,60.666666666666664
21818,FFF,2013J,586233,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,Y,Pass,-129.0,268.0,268,132.0,621.0,2159.0,0.8461538461538461,66.45454545454545
21819,FFF,2013J,586246,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,-129.0,268.0,268,38.0,219.0,793.0,0.15384615384615385,83.0
21820,FFF,2013J,586251,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-128.0,58.0,268,13.0,52.0,95.0,0.07692307692307693,62.0
21821,FFF,2013J,586259,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-102.0,268.0,268,38.0,201.0,576.0,0.23076923076923078,40.666666666666664
21822,FFF,2013J,586281,F,South East Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn,-107.0,130.0,268,68.0,660.0,3245.0,0.23076923076923078,74.66666666666667
21823,FFF,2013J,586428,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-128.0,268.0,268,90.0,644.0,2919.0,0.9230769230769231,75.75
21824,FFF,2013J,586446,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-127.0,268.0,268,60.0,422.0,1866.0,0.9230769230769231,80.58333333333333
21826,FFF,2013J,586477,M,London Region,A Level or Equivalent,10-20,0-35,0,120,Y,Pass,-127.0,268.0,268,140.0,691.0,3006.0,0.8461538461538461,68.45454545454545
21827,FFF,2013J,586483,M,South Region,Lower Than A Level,80-90%,35-55,0,60,Y,Pass,-127.0,268.0,268,89.0,832.0,3633.0,0.9230769230769231,71.75
21828,FFF,2013J,586510,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-127.0,6.0,268,2.0,10.0,25.0,0.0,0.0
21829,FFF,2013J,586518,M,Scotland,HE Qualification,70-80%,0-35,0,120,N,Pass,-95.0,268.0,268,116.0,850.0,3989.0,0.9230769230769231,78.25
21830,FFF,2013J,586543,M,North Region,HE Qualification,10-20,0-35,0,180,N,Withdrawn,-114.0,56.0,268,10.0,63.0,192.0,0.07692307692307693,40.0
21832,FFF,2013J,586642,M,London Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-59.0,268.0,268,87.0,651.0,2178.0,0.9230769230769231,77.91666666666667
21833,FFF,2013J,586705,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-121.0,268.0,268,146.0,966.0,3897.0,0.8461538461538461,90.54545454545455
21834,FFF,2013J,586719,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,-43.0,268.0,268,98.0,794.0,3136.0,0.9230769230769231,80.66666666666667
21835,FFF,2013J,586753,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,-127.0,268.0,268,66.0,266.0,873.0,0.38461538461538464,38.6
21836,FFF,2013J,586758,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-120.0,268.0,268,133.0,1002.0,3266.0,0.9230769230769231,74.0
21838,FFF,2013J,586784,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Pass,-127.0,268.0,268,113.0,835.0,3378.0,0.9230769230769231,77.5
21839,FFF,2013J,586808,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,-113.0,268.0,268,131.0,845.0,3228.0,0.9230769230769231,85.33333333333333
21840,FFF,2013J,586855,M,North Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-125.0,268.0,268,103.0,576.0,2187.0,0.9230769230769231,79.0
21841,FFF,2013J,586891,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,-124.0,268.0,268,146.0,985.0,3071.0,0.8461538461538461,73.63636363636364
21842,FFF,2013J,586906,M,Scotland,HE Qualification,30-40%,0-35,0,180,Y,Withdrawn,-65.0,96.0,268,4.0,6.0,16.0,0.0,0.0
21843,FFF,2013J,586925,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Fail,-79.0,268.0,268,37.0,228.0,823.0,0.3076923076923077,71.5
21844,FFF,2013J,586935,M,Scotland,HE Qualification,50-60%,0-35,0,90,N,Pass,-29.0,268.0,268,83.0,474.0,2085.0,0.9230769230769231,77.75
21845,FFF,2013J,586957,M,Wales,A Level or Equivalent,30-40%,0-35,0,120,Y,Pass,-53.0,268.0,268,84.0,572.0,2362.0,0.9230769230769231,75.66666666666667
21846,FFF,2013J,586974,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-117.0,268.0,268,10.0,52.0,160.0,0.07692307692307693,56.0
21848,FFF,2013J,587195,M,South West Region,Lower Than A Level,30-40%,0-35,0,240,Y,Withdrawn,-107.0,53.0,268,5.0,10.0,18.0,0.0,0.0
21849,FFF,2013J,587286,M,Ireland,HE Qualification,30-40%,35-55,0,120,N,Distinction,-44.0,268.0,268,134.0,925.0,3229.0,0.9230769230769231,88.25
21851,FFF,2013J,587308,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-108.0,268.0,268,5.0,9.0,16.0,0.0,0.0
21852,FFF,2013J,587324,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-102.0,174.0,268,47.0,245.0,844.0,0.46153846153846156,78.16666666666667
21853,FFF,2013J,587334,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-35.0,268.0,268,143.0,727.0,2981.0,0.9230769230769231,78.33333333333333
21854,FFF,2013J,587369,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Fail,-114.0,268.0,268,54.0,418.0,1626.0,0.3076923076923077,93.0
21855,FFF,2013J,587435,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-115.0,268.0,268,75.0,401.0,1585.0,0.38461538461538464,62.4
21856,FFF,2013J,587451,M,Scotland,HE Qualification,40-50%,0-35,0,90,N,Pass,-95.0,268.0,268,100.0,844.0,3361.0,0.9230769230769231,73.5
21857,FFF,2013J,587456,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-122.0,268.0,268,121.0,864.0,3732.0,0.9230769230769231,73.66666666666667
21858,FFF,2013J,587462,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-107.0,268.0,268,45.0,203.0,486.0,0.3076923076923077,73.25
21859,FFF,2013J,587594,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-59.0,268.0,268,53.0,450.0,2218.0,0.9230769230769231,70.08333333333333
21860,FFF,2013J,587611,M,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-121.0,268.0,268,102.0,575.0,2149.0,0.8461538461538461,71.63636363636364
21863,FFF,2013J,587690,F,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-74.0,268.0,268,69.0,472.0,1747.0,0.9230769230769231,77.16666666666667
21866,FFF,2013J,587859,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-120.0,179.0,268,26.0,160.0,829.0,0.3076923076923077,67.0
21867,FFF,2013J,587868,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,Y,Fail,-117.0,268.0,268,36.0,276.0,1848.0,0.7692307692307693,65.0
21868,FFF,2013J,587881,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-49.0,219.0,268,81.0,574.0,2421.0,0.5384615384615384,86.28571428571429
21869,FFF,2013J,587976,M,London Region,HE Qualification,20-30%,0-35,0,90,N,Withdrawn,-102.0,164.0,268,19.0,149.0,499.0,0.3076923076923077,55.0
21870,FFF,2013J,588052,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-45.0,268.0,268,36.0,215.0,610.0,0.3076923076923077,44.25
21871,FFF,2013J,588128,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-102.0,268.0,268,27.0,176.0,531.0,0.23076923076923078,56.333333333333336
21872,FFF,2013J,588131,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,-59.0,268.0,268,121.0,719.0,2241.0,0.9230769230769231,67.41666666666667
21873,FFF,2013J,588156,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-116.0,268.0,268,65.0,494.0,2195.0,0.9230769230769231,85.33333333333333
21874,FFF,2013J,588175,F,London Region,Lower Than A Level,20-30%,0-35,0,240,N,Withdrawn,-52.0,142.0,268,23.0,202.0,897.0,0.23076923076923078,74.66666666666667
21877,FFF,2013J,588560,M,South East Region,A Level or Equivalent,10-20,0-35,0,120,Y,Fail,-115.0,268.0,268,27.0,246.0,952.0,0.15384615384615385,81.5
21878,FFF,2013J,588597,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-86.0,268.0,268,24.0,143.0,607.0,0.3076923076923077,62.5
21879,FFF,2013J,588672,F,Scotland,HE Qualification,30-40%,0-35,0,90,N,Pass,-89.0,268.0,268,129.0,848.0,2720.0,0.8461538461538461,79.18181818181819
21880,FFF,2013J,588796,M,London Region,Lower Than A Level,30-40%,35-55,0,150,N,Withdrawn,-74.0,2.0,268,1.0,3.0,5.0,0.0,0.0
21881,FFF,2013J,588914,M,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Fail,-109.0,268.0,268,23.0,174.0,539.0,0.23076923076923078,42.0
21882,FFF,2013J,588925,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-67.0,268.0,268,16.0,112.0,357.0,0.15384615384615385,62.0
21883,FFF,2013J,588971,M,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,-74.0,268.0,268,51.0,404.0,1663.0,0.9230769230769231,66.25
21885,FFF,2013J,589014,M,Scotland,HE Qualification,60-70%,0-35,0,90,N,Pass,-59.0,268.0,268,104.0,760.0,2611.0,0.9230769230769231,83.83333333333333
21886,FFF,2013J,589099,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,90,N,Fail,-108.0,268.0,268,24.0,159.0,488.0,0.3076923076923077,84.5
21887,FFF,2013J,589178,M,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-53.0,268.0,268,1.0,1.0,2.0,0.0,0.0
21888,FFF,2013J,589196,M,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-78.0,30.0,268,0.0,0.0,0.0,0.0,0.0
21889,FFF,2013J,589263,M,North Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-42.0,268.0,268,67.0,298.0,1182.0,0.9230769230769231,79.0
21890,FFF,2013J,589267,M,West Midlands Region,HE Qualification,70-80%,0-35,0,150,N,Withdrawn,-99.0,11.0,268,3.0,19.0,50.0,0.0,0.0
21891,FFF,2013J,589295,M,North Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,-113.0,268.0,268,82.0,510.0,1961.0,0.9230769230769231,72.33333333333333
21893,FFF,2013J,589441,M,South Region,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn,-109.0,228.0,268,78.0,506.0,1963.0,0.38461538461538464,58.4
21894,FFF,2013J,589474,M,London Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail,-102.0,268.0,268,39.0,305.0,841.0,0.23076923076923078,30.333333333333332
21895,FFF,2013J,589490,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail,-95.0,268.0,268,19.0,95.0,383.0,0.3076923076923077,66.5
21896,FFF,2013J,589559,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-91.0,268.0,268,94.0,585.0,2937.0,0.9230769230769231,84.91666666666667
21898,FFF,2013J,589594,M,Scotland,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,-74.0,93.0,268,38.0,235.0,579.0,0.15384615384615385,48.0
21900,FFF,2013J,589749,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-35.0,268.0,268,3.0,12.0,26.0,0.0,0.0
21901,FFF,2013J,589782,M,North Western Region,HE Qualification,30-40%,0-35,0,90,N,Pass,-108.0,268.0,268,104.0,880.0,3332.0,0.9230769230769231,78.58333333333333
21902,FFF,2013J,589828,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,150,Y,Withdrawn,-17.0,157.0,268,46.0,201.0,649.0,0.3076923076923077,56.25
21903,FFF,2013J,589843,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-79.0,268.0,268,19.0,100.0,190.0,0.07692307692307693,78.0
21904,FFF,2013J,589948,M,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-108.0,268.0,268,77.0,548.0,2392.0,0.9230769230769231,80.83333333333333
21905,FFF,2013J,590128,M,South Region,HE Qualification,20-30%,0-35,0,120,N,Fail,-108.0,268.0,268,7.0,39.0,100.0,0.07692307692307693,82.0
21906,FFF,2013J,590188,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-35.0,268.0,268,61.0,327.0,1153.0,0.6923076923076923,70.88888888888889
21907,FFF,2013J,590189,M,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,-106.0,268.0,268,54.0,253.0,1474.0,0.6923076923076923,65.77777777777777
21908,FFF,2013J,590226,M,North Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Pass,-36.0,268.0,268,118.0,889.0,3928.0,0.9230769230769231,81.66666666666667
21910,FFF,2013J,590289,M,London Region,A Level or Equivalent,10-20,0-35,0,90,N,Fail,-18.0,268.0,268,49.0,425.0,1949.0,0.9230769230769231,62.666666666666664
21911,FFF,2013J,590328,M,South East Region,HE Qualification,70-80%,0-35,0,150,N,Pass,-108.0,268.0,268,85.0,477.0,2164.0,0.9230769230769231,75.91666666666667
21912,FFF,2013J,590403,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Fail,-63.0,268.0,268,8.0,57.0,192.0,0.07692307692307693,74.0
21913,FFF,2013J,590461,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail,-106.0,268.0,268,55.0,344.0,1048.0,0.15384615384615385,90.0
21914,FFF,2013J,590462,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-91.0,121.0,268,57.0,312.0,1018.0,0.15384615384615385,68.0
21915,FFF,2013J,590548,M,South West Region,Lower Than A Level,0-10%,35-55,0,120,Y,Withdrawn,-106.0,72.0,268,27.0,370.0,2263.0,0.23076923076923078,87.33333333333333
21916,FFF,2013J,590707,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Distinction,-46.0,268.0,268,93.0,537.0,1758.0,0.9230769230769231,92.33333333333333
21917,FFF,2013J,590749,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,90,Y,Withdrawn,-49.0,72.0,268,25.0,161.0,1019.0,0.23076923076923078,71.33333333333333
21918,FFF,2013J,590824,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-74.0,268.0,268,127.0,973.0,3857.0,0.9230769230769231,78.58333333333333
21919,FFF,2013J,590849,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,180,N,Pass,-102.0,268.0,268,121.0,788.0,3970.0,0.8461538461538461,65.0
21922,FFF,2013J,590989,M,South East Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-102.0,268.0,268,55.0,288.0,1097.0,0.9230769230769231,72.0
21923,FFF,2013J,591008,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-100.0,101.0,268,11.0,93.0,269.0,0.15384615384615385,53.0
21924,FFF,2013J,591055,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass,-80.0,268.0,268,64.0,573.0,3298.0,0.9230769230769231,78.33333333333333
21925,FFF,2013J,591219,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-95.0,268.0,268,43.0,332.0,1736.0,0.9230769230769231,69.0
21926,FFF,2013J,591343,M,Scotland,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,-66.0,268.0,268,41.0,256.0,1216.0,0.9230769230769231,65.33333333333333
21929,FFF,2013J,591412,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-101.0,268.0,268,25.0,162.0,460.0,0.15384615384615385,79.0
21930,FFF,2013J,591516,M,North Western Region,Lower Than A Level,30-40%,0-35,0,90,N,Fail,-85.0,268.0,268,26.0,163.0,606.0,0.23076923076923078,78.33333333333333
21931,FFF,2013J,591581,M,South East Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-72.0,268.0,268,124.0,509.0,2648.0,0.9230769230769231,47.666666666666664
21932,FFF,2013J,591613,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-91.0,146.0,268,67.0,455.0,1546.0,0.38461538461538464,70.0
21933,FFF,2013J,591655,M,North Region,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn,-59.0,221.0,268,65.0,329.0,1341.0,0.23076923076923078,66.33333333333333
21934,FFF,2013J,591685,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-43.0,268.0,268,25.0,223.0,1116.0,0.9230769230769231,64.41666666666667
21935,FFF,2013J,591692,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-100.0,268.0,268,35.0,193.0,684.0,0.23076923076923078,89.0
21937,FFF,2013J,591735,M,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,-50.0,268.0,268,82.0,476.0,2342.0,0.9230769230769231,66.83333333333333
21938,FFF,2013J,591765,M,East Anglian Region,HE Qualification,60-70%,0-35,0,120,N,Pass,-86.0,268.0,268,163.0,830.0,3405.0,0.9230769230769231,78.75
21940,FFF,2013J,591893,M,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,-31.0,268.0,268,15.0,98.0,381.0,0.15384615384615385,57.5
21943,FFF,2013J,592002,M,South Region,A Level or Equivalent,30-40%,35-55,0,90,N,Fail,4.0,268.0,268,40.0,276.0,1098.0,0.23076923076923078,75.0
21944,FFF,2013J,592007,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-91.0,268.0,268,122.0,956.0,3759.0,0.9230769230769231,74.91666666666667
21945,FFF,2013J,592014,M,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-95.0,268.0,268,69.0,480.0,2831.0,0.9230769230769231,74.83333333333333
21946,FFF,2013J,592092,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-84.0,268.0,268,82.0,789.0,3631.0,0.9230769230769231,76.75
21947,FFF,2013J,592142,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-53.0,268.0,268,35.0,218.0,667.0,0.23076923076923078,41.333333333333336
21949,FFF,2013J,592203,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Distinction,-74.0,268.0,268,146.0,988.0,3538.0,0.9230769230769231,85.75
21950,FFF,2013J,592259,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,-86.0,268.0,268,99.0,674.0,2377.0,0.9230769230769231,72.75
21952,FFF,2013J,592373,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,Y,Distinction,-74.0,268.0,268,111.0,544.0,2049.0,0.9230769230769231,86.75
21953,FFF,2013J,592437,M,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,-91.0,79.0,268,32.0,314.0,1333.0,0.23076923076923078,78.66666666666667
21955,FFF,2013J,592476,F,South Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass,-95.0,268.0,268,25.0,181.0,896.0,0.9230769230769231,66.58333333333333
21956,FFF,2013J,592550,M,South Region,A Level or Equivalent,50-60%,0-35,0,150,N,Fail,-90.0,268.0,268,18.0,118.0,407.0,0.15384615384615385,81.0
21957,FFF,2013J,592607,M,Scotland,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,-81.0,98.0,268,71.0,310.0,876.0,0.15384615384615385,61.0
21958,FFF,2013J,592616,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-95.0,268.0,268,32.0,183.0,887.0,0.9230769230769231,70.58333333333333
21961,FFF,2013J,592689,M,East Anglian Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-74.0,268.0,268,92.0,729.0,3301.0,0.9230769230769231,65.91666666666667
21962,FFF,2013J,592763,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,-95.0,268.0,268,105.0,611.0,2313.0,0.9230769230769231,76.58333333333333
21965,FFF,2013J,592810,M,London Region,Lower Than A Level,50-60%,35-55,0,120,Y,Fail,-94.0,268.0,268,96.0,805.0,3767.0,0.9230769230769231,76.0
21966,FFF,2013J,592856,M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-45.0,268.0,268,50.0,367.0,1215.0,0.9230769230769231,66.08333333333333
21967,FFF,2013J,592924,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-90.0,268.0,268,108.0,698.0,2741.0,0.9230769230769231,72.5
21969,FFF,2013J,593104,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-95.0,226.0,268,15.0,106.0,332.0,0.15384615384615385,75.0
21970,FFF,2013J,593139,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-53.0,268.0,268,100.0,679.0,2132.0,0.8461538461538461,67.0909090909091
21971,FFF,2013J,593206,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,180,N,Withdrawn,-94.0,47.0,268,33.0,133.0,311.0,0.07692307692307693,82.0
21974,FFF,2013J,593459,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-80.0,268.0,268,41.0,291.0,1774.0,0.9230769230769231,72.66666666666667
21975,FFF,2013J,593492,M,South Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-94.0,268.0,268,59.0,254.0,1276.0,0.9230769230769231,65.83333333333333
21976,FFF,2013J,593535,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-79.0,268.0,268,38.0,263.0,922.0,0.23076923076923078,75.66666666666667
21977,FFF,2013J,593585,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,-91.0,268.0,268,83.0,418.0,1530.0,0.9230769230769231,70.0
21978,FFF,2013J,593617,M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,-59.0,45.0,268,8.0,54.0,118.0,0.07692307692307693,78.0
21979,FFF,2013J,593670,M,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,Fail,-81.0,268.0,268,2.0,14.0,38.0,0.0,0.0
21980,FFF,2013J,593671,M,North Western Region,Lower Than A Level,10-20,35-55,0,90,Y,Fail,-88.0,268.0,268,2.0,4.0,6.0,0.0,0.0
21981,FFF,2013J,593681,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-31.0,268.0,268,60.0,340.0,1701.0,0.8461538461538461,72.54545454545455
21982,FFF,2013J,593755,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-91.0,268.0,268,135.0,906.0,3472.0,0.8461538461538461,79.0909090909091
21983,FFF,2013J,593780,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-49.0,268.0,268,19.0,108.0,218.0,0.3076923076923077,56.0
21985,FFF,2013J,593904,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-60.0,268.0,268,45.0,325.0,1398.0,0.9230769230769231,53.25
21987,FFF,2013J,593970,M,Scotland,HE Qualification,40-50%,35-55,0,60,N,Fail,-90.0,268.0,268,39.0,304.0,1364.0,0.6153846153846154,77.25
21989,FFF,2013J,594076,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-25.0,209.0,268,17.0,210.0,935.0,0.15384615384615385,77.0
21991,FFF,2013J,594139,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-49.0,268.0,268,122.0,863.0,2912.0,0.9230769230769231,76.5
21993,FFF,2013J,594184,M,Scotland,HE Qualification,10-20,0-35,0,60,N,Fail,-81.0,268.0,268,15.0,118.0,388.0,0.15384615384615385,75.0
21994,FFF,2013J,594205,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,-46.0,268.0,268,80.0,469.0,2231.0,0.9230769230769231,77.08333333333333
